sequence,author
"['you', 'let', 'the', 'boy', ""alone?'\n"", '\n', ""'Let"", 'him', ""alone!'"", 'said', 'Noah.', '', ""'Why"", 'everybody', 'lets', 'him', 'alone', 'enough,', 'for\n', 'the', 'matter', 'of', 'that.', '', 'Neither']",CharlesDickens
"['his', 'father', 'nor', 'his', 'mother', 'will', 'ever\n', 'interfere', 'with', 'him.', '', 'All', 'his', 'relations', 'let', 'him', 'have', 'his', 'own', 'way', 'pretty\n', 'well.', '', 'Eh,', 'Charlotte?']",CharlesDickens
"['', 'He!', 'he!', ""he!'\n"", '\n', ""'Oh,"", 'you', 'queer', ""soul!'"", 'said', 'Charlotte,', 'bursting', 'into', 'a', 'hearty', 'laugh,', 'in\n', 'which', 'she', 'was', 'joined', 'by', 'Noah;', 'after', 'which']",CharlesDickens
"['they', 'both', 'looked', 'scornfully\n', 'at', 'poor', 'Oliver', 'Twist,', 'as', 'he', 'sat', 'shivering', 'on', 'the', 'box', 'in', 'the', 'coldest\n', 'corner', 'of', 'the', 'room,', 'and', 'ate', 'the']",CharlesDickens
"['stale', 'pieces', 'which', 'had', 'been', 'specially\n', 'reserved', 'for', 'him.\n', '\n', 'Noah', 'was', 'a', 'charity-boy,', 'but', 'not', 'a', 'workhouse', 'orphan.', '', 'No', 'chance-child\n', 'was', 'he,', 'for']",CharlesDickens
"['he', 'could', 'trace', 'his', 'genealogy', 'all', 'the', 'way', 'back', 'to', 'his\n', 'parents,', 'who', 'lived', 'hard', 'by;', 'his', 'mother', 'being', 'a', 'washerwoman,', 'and', 'his\n', 'father', 'a']",CharlesDickens
"['drunken', 'soldier,', 'discharged', 'with', 'a', 'wooden', 'leg,', 'and', 'a', 'diurnal\n', 'pension', 'of', 'twopence-halfpenny', 'and', 'an', 'unstateable', 'fraction.', '', 'The\n', 'shop-boys', 'in', 'the', 'neighbourhood', 'had', 'long']",CharlesDickens
"['been', 'in', 'the', 'habit', 'of', 'branding\n', 'Noah', 'in', 'the', 'public', 'streets,', 'with', 'the', 'ignominious', 'epithets', 'of\n', ""'leathers,'"", ""'charity,'"", 'and', 'the', 'like;', 'and', 'Noah', 'had', 'bourne']",CharlesDickens
"['them', 'without\n', 'reply.', '', 'But,', 'now', 'that', 'fortune', 'had', 'cast', 'in', 'his', 'way', 'a', 'nameless', 'orphan,', 'at\n', 'whom', 'even', 'the', 'meanest', 'could', 'point', 'the', 'finger']",CharlesDickens
"['of', 'scorn,', 'he', 'retorted', 'on\n', 'him', 'with', 'interest.', '', 'This', 'affords', 'charming', 'food', 'for', 'contemplation.', '', 'It\n', 'shows', 'us', 'what', 'a', 'beautiful', 'thing', 'human', 'nature']",CharlesDickens
"['may', 'be', 'made', 'to', 'be;', 'and', 'how\n', 'impartially', 'the', 'same', 'amiable', 'qualities', 'are', 'developed', 'in', 'the', 'finest', 'lord\n', 'and', 'the', 'dirtiest', 'charity-boy.\n', '\n', 'Oliver', 'had']",CharlesDickens
"['been', 'sojourning', 'at', 'the', ""undertaker's"", 'some', 'three', 'weeks', 'or', 'a\n', 'month.', '', 'Mr.', 'and', 'Mrs.', 'Sowerberry--the', 'shop', 'being', 'shut', 'up--were', 'taking\n', 'their', 'supper', 'in', 'the']",CharlesDickens
"['little', 'back-parlour,', 'when', 'Mr.', 'Sowerberry,', 'after\n', 'several', 'deferential', 'glances', 'at', 'his', 'wife,', 'said,\n', '\n', ""'My"", ""dear--'"", '', 'He', 'was', 'going', 'to', 'say', 'more;', 'but,', 'Mrs.']",CharlesDickens
"['Sowerberry', 'looking', 'up,\n', 'with', 'a', 'peculiarly', 'unpropitious', 'aspect,', 'he', 'stopped', 'short.\n', '\n', ""'Well,'"", 'said', 'Mrs.', 'Sowerberry,', 'sharply.\n', '\n', ""'Nothing,"", 'my', 'dear,', ""nothing,'"", 'said', 'Mr.', 'Sowerberry.\n']",CharlesDickens
"['\n', ""'Ugh,"", 'you', ""brute!'"", 'said', 'Mrs.', 'Sowerberry.\n', '\n', ""'Not"", 'at', 'all,', 'my', ""dear,'"", 'said', 'Mr.', 'Sowerberry', 'humbly.', '', ""'I"", 'thought', 'you\n', ""didn't"", 'want', 'to', 'hear,']",CharlesDickens
"['my', 'dear.', '', 'I', 'was', 'only', 'going', 'to', ""say--'\n"", '\n', ""'Oh,"", ""don't"", 'tell', 'me', 'what', 'you', 'were', 'going', 'to', ""say,'"", 'interposed', 'Mrs.\n', 'Sowerberry.', '', ""'I""]",CharlesDickens
"['am', 'nobody;', ""don't"", 'consult', 'me,', 'pray.', '', '_I_', ""don't"", 'want', 'to\n', 'intrude', 'upon', 'your', ""secrets.'"", '', 'As', 'Mrs.', 'Sowerberry', 'said', 'this,', 'she', 'gave', 'an\n', 'hysterical']",CharlesDickens
"['laugh,', 'which', 'threatened', 'violent', 'consequences.\n', '\n', ""'But,"", 'my', ""dear,'"", 'said', 'Sowerberry,', ""'I"", 'want', 'to', 'ask', 'your', ""advice.'\n"", '\n', ""'No,"", 'no,', ""don't"", 'ask', ""mine,'"", 'replied', 'Mrs.']",CharlesDickens
"['Sowerberry,', 'in', 'an', 'affecting\n', 'manner:', ""'ask"", 'somebody', ""else's.'"", '', 'Here,', 'there', 'was', 'another', 'hysterical\n', 'laugh,', 'which', 'frightened', 'Mr.', 'Sowerberry', 'very', 'much.', '', 'This', 'is', 'a']",CharlesDickens
"['very\n', 'common', 'and', 'much-approved', 'matrimonial', 'course', 'of', 'treatment,', 'which', 'is\n', 'often', 'very', 'effective.', 'It', 'at', 'once', 'reduced', 'Mr.', 'Sowerberry', 'to', 'begging,', 'as\n', 'a', 'special', 'favour,']",CharlesDickens
"['to', 'be', 'allowed', 'to', 'say', 'what', 'Mrs.', 'Sowerberry', 'was', 'most\n', 'curious', 'to', 'hear.', '', 'After', 'a', 'short', 'duration,', 'the', 'permission', 'was', 'most\n', 'graciously', 'conceded.\n', '\n']",CharlesDickens
"[""'It's"", 'only', 'about', 'young', 'Twist,', 'my', ""dear,'"", 'said', 'Mr.', 'Sowerberry.', ""'A"", 'very\n', 'good-looking', 'boy,', 'that,', 'my', ""dear.'\n"", '\n', ""'He"", 'need', 'be,', 'for', 'he', 'eats', ""enough,'""]",CharlesDickens
"['observed', 'the', 'lady.\n', '\n', ""'There's"", 'an', 'expression', 'of', 'melancholy', 'in', 'his', 'face,', 'my', ""dear,'"", 'resumed', 'Mr.\n', 'Sowerberry,', ""'which"", 'is', 'very', 'interesting.', '', 'He', 'would', 'make']",CharlesDickens
"['a', 'delightful\n', 'mute,', 'my', ""love.'\n"", '\n', 'Mrs.', 'Sowerberry', 'looked', 'up', 'with', 'an', 'expression', 'of', 'considerable\n', 'wonderment.', '', 'Mr.', 'Sowerberry', 'remarked', 'it', 'and,', 'without', 'allowing', 'time']",CharlesDickens
"['for\n', 'any', 'observation', 'on', 'the', 'good', ""lady's"", 'part,', 'proceeded.\n', '\n', ""'I"", ""don't"", 'mean', 'a', 'regular', 'mute', 'to', 'attend', 'grown-up', 'people,', 'my', 'dear,', 'but\n', 'only', 'for']",CharlesDickens
"[""children's"", 'practice.', '', 'It', 'would', 'be', 'very', 'new', 'to', 'have', 'a', 'mute', 'in\n', 'proportion,', 'my', 'dear.', '', 'You', 'may', 'depend', 'upon', 'it,', 'it', 'would', 'have']",CharlesDickens
"['a', 'superb\n', ""effect.'\n"", '\n', 'Mrs.', 'Sowerberry,', 'who', 'had', 'a', 'good', 'deal', 'of', 'taste', 'in', 'the', 'undertaking', 'way,\n', 'was', 'much', 'struck', 'by', 'the', 'novelty', 'of', 'this']",CharlesDickens
"['idea;', 'but,', 'as', 'it', 'would', 'have', 'been\n', 'compromising', 'her', 'dignity', 'to', 'have', 'said', 'so,', 'under', 'existing', 'circumstances,\n', 'she', 'merely', 'inquired,', 'with', 'much', 'sharpness,', 'why', 'such']",CharlesDickens
"['an', 'obvious\n', 'suggestion', 'had', 'not', 'presented', 'itself', 'to', 'her', ""husband's"", 'mind', 'before?', '', 'Mr.\n', 'Sowerberry', 'rightly', 'construed', 'this,', 'as', 'an', 'acquiescence', 'in', 'his\n', 'proposition;', 'it']",CharlesDickens
"['was', 'speedily', 'determined,', 'therefore,', 'that', 'Oliver', 'should\n', 'be', 'at', 'once', 'initiated', 'into', 'the', 'mysteries', 'of', 'the', 'trade;', 'and,', 'with', 'this\n', 'view,', 'that', 'he', 'should', 'accompany']",CharlesDickens
"['his', 'master', 'on', 'the', 'very', 'next', 'occasion', 'of\n', 'his', 'services', 'being', 'required.\n', '\n', 'The', 'occasion', 'was', 'not', 'long', 'in', 'coming.', '', 'Half', 'an', 'hour', 'after']",CharlesDickens
"['breakfast', 'next\n', 'morning,', 'Mr.', 'Bumble', 'entered', 'the', 'shop;', 'and', 'supporting', 'his', 'cane', 'against\n', 'the', 'counter,', 'drew', 'forth', 'his', 'large', 'leathern', 'pocket-book:', 'from', 'which', 'he\n', 'selected']",CharlesDickens
"['a', 'small', 'scrap', 'of', 'paper,', 'which', 'he', 'handed', 'over', 'to', 'Sowerberry.\n', '\n', ""'Aha!'"", 'said', 'the', 'undertaker,', 'glancing', 'over', 'it', 'with', 'a', 'lively', 'countenance;\n', ""'an"", 'order']",CharlesDickens
"['for', 'a', 'coffin,', ""eh?'\n"", '\n', ""'For"", 'a', 'coffin', 'first,', 'and', 'a', 'porochial', 'funeral', ""afterwards,'"", 'replied', 'Mr.\n', 'Bumble,', 'fastening', 'the', 'strap', 'of', 'the', 'leathern', 'pocket-book:', 'which,']",CharlesDickens
"['like\n', 'himself,', 'was', 'very', 'corpulent.\n', '\n', ""'Bayton,'"", 'said', 'the', 'undertaker,', 'looking', 'from', 'the', 'scrap', 'of', 'paper', 'to', 'Mr.\n', 'Bumble.', '', ""'I"", 'never', 'heard', 'the', 'name']",CharlesDickens
"[""before.'\n"", '\n', 'Bumble', 'shook', 'his', 'head,', 'as', 'he', 'replied,', ""'Obstinate"", 'people,', 'Mr.\n', 'Sowerberry;', 'very', 'obstinate.', '', 'Proud,', 'too,', ""I'm"", 'afraid,', ""sir.'\n"", '\n', ""'Proud,"", ""eh?'"", 'exclaimed']",CharlesDickens
"['Mr.', 'Sowerberry', 'with', 'a', 'sneer.', '', ""'Come,"", ""that's"", 'too\n', ""much.'\n"", '\n', ""'Oh,"", ""it's"", ""sickening,'"", 'replied', 'the', 'beadle.', '', ""'Antimonial,"", 'Mr.', ""Sowerberry!'\n"", '\n', ""'So"", 'it', ""is,'""]",CharlesDickens
"['acquiesced', 'the', 'undertaker.\n', '\n', ""'We"", 'only', 'heard', 'of', 'the', 'family', 'the', 'night', 'before', ""last,'"", 'said', 'the', 'beadle;\n', ""'and"", 'we', ""shouldn't"", 'have', 'known', 'anything', 'about', 'them,']",CharlesDickens
"['then,', 'only', 'a', 'woman\n', 'who', 'lodges', 'in', 'the', 'same', 'house', 'made', 'an', 'application', 'to', 'the', 'porochial\n', 'committee', 'for', 'them', 'to', 'send', 'the', 'porochial', 'surgeon', 'to']",CharlesDickens
"['see', 'a', 'woman', 'as', 'was\n', 'very', 'bad.', '', 'He', 'had', 'gone', 'out', 'to', 'dinner;', 'but', 'his', ""'prentice"", '(which', 'is', 'a\n', 'very', 'clever', 'lad)', 'sent', ""'em""]",CharlesDickens
"['some', 'medicine', 'in', 'a', 'blacking-bottle,', ""offhand.'\n"", '\n', ""'Ah,"", ""there's"", ""promptness,'"", 'said', 'the', 'undertaker.\n', '\n', ""'Promptness,"", ""indeed!'"", 'replied', 'the', 'beadle.', '', ""'But"", ""what's"", 'the', 'consequence;\n', ""what's""]",CharlesDickens
"['the', 'ungrateful', 'behaviour', 'of', 'these', 'rebels,', 'sir?', '', 'Why,', 'the', 'husband\n', 'sends', 'back', 'word', 'that', 'the', 'medicine', ""won't"", 'suit', 'his', ""wife's"", 'complaint,', 'and\n', 'so', 'she']",CharlesDickens
"[""shan't"", 'take', 'it--says', 'she', ""shan't"", 'take', 'it,', 'sir!', '', 'Good,', 'strong,\n', 'wholesome', 'medicine,', 'as', 'was', 'given', 'with', 'great', 'success', 'to', 'two', 'Irish\n', 'labourers', 'and', 'a']",CharlesDickens
"['coal-heaver,', 'only', 'a', 'week', 'before--sent', ""'em"", 'for', 'nothing,\n', 'with', 'a', ""blackin'-bottle"", 'in,--and', 'he', 'sends', 'back', 'word', 'that', 'she', ""shan't"", 'take\n', 'it,', ""sir!'\n"", '\n', 'As', 'the']",CharlesDickens
"['atrocity', 'presented', 'itself', 'to', 'Mr.', ""Bumble's"", 'mind', 'in', 'full', 'force,', 'he\n', 'struck', 'the', 'counter', 'sharply', 'with', 'his', 'cane,', 'and', 'became', 'flushed', 'with\n', 'indignation.\n', '\n', ""'Well,'""]",CharlesDickens
"['said', 'the', 'undertaker,', ""'I"", ""ne--ver--did--'\n"", '\n', ""'Never"", 'did,', ""sir!'"", 'ejaculated', 'the', 'beadle.', '', ""'No,"", 'nor', 'nobody', 'never', 'did;\n', 'but', 'now', ""she's"", 'dead,', ""we've"", 'got', 'to']",CharlesDickens
"['bury', 'her;', 'and', ""that's"", 'the', 'direction;\n', 'and', 'the', 'sooner', ""it's"", 'done,', 'the', ""better.'\n"", '\n', 'Thus', 'saying,', 'Mr.', 'Bumble', 'put', 'on', 'his', 'cocked', 'hat', 'wrong', 'side']",CharlesDickens
"['first,', 'in', 'a\n', 'fever', 'of', 'parochial', 'excitement;', 'and', 'flounced', 'out', 'of', 'the', 'shop.\n', '\n', ""'Why,"", 'he', 'was', 'so', 'angry,', 'Oliver,', 'that', 'he', 'forgot', 'even', 'to']",CharlesDickens
"['ask', 'after', ""you!'\n"", 'said', 'Mr.', 'Sowerberry,', 'looking', 'after', 'the', 'beadle', 'as', 'he', 'strode', 'down', 'the\n', 'street.\n', '\n', ""'Yes,"", ""sir,'"", 'replied', 'Oliver,', 'who', 'had', 'carefully', 'kept']",CharlesDickens
"['himself', 'out', 'of\n', 'sight,', 'during', 'the', 'interview;', 'and', 'who', 'was', 'shaking', 'from', 'head', 'to', 'foot', 'at\n', 'the', 'mere', 'recollection', 'of', 'the', 'sound', 'of', 'Mr.', ""Bumble's""]",CharlesDickens
"['voice.\n', '\n', 'He', ""needn't"", 'haven', 'taken', 'the', 'trouble', 'to', 'shrink', 'from', 'Mr.', ""Bumble's"", 'glance,\n', 'however;', 'for', 'that', 'functionary,', 'on', 'whom', 'the', 'prediction', 'of', 'the', 'gentleman\n']",CharlesDickens
"['in', 'the', 'white', 'waistcoat', 'had', 'made', 'a', 'very', 'strong', 'impression,', 'thought', 'that\n', 'now', 'the', 'undertaker', 'had', 'got', 'Oliver', 'upon', 'trial', 'the', 'subject', 'was', 'better\n', 'avoided,']",CharlesDickens
"['until', 'such', 'time', 'as', 'he', 'should', 'be', 'firmly', 'bound', 'for', 'seven', 'years,\n', 'and', 'all', 'danger', 'of', 'his', 'being', 'returned', 'upon', 'the', 'hands', 'of', 'the', 'parish\n']",CharlesDickens
"['should', 'be', 'thus', 'effectually', 'and', 'legally', 'overcome.\n', '\n', ""'Well,'"", 'said', 'Mr.', 'Sowerberry,', 'taking', 'up', 'his', 'hat,', ""'the"", 'sooner', 'this', 'job', 'is\n', 'done,', 'the', 'better.', '']",CharlesDickens
"['Noah,', 'look', 'after', 'the', 'shop.', 'Oliver,', 'put', 'on', 'your', 'cap,\n', 'and', 'come', 'with', ""me.'"", '', 'Oliver', 'obeyed,', 'and', 'followed', 'his', 'master', 'on', 'his\n', 'professional', 'mission.\n']",CharlesDickens
"['\n', 'They', 'walked', 'on,', 'for', 'some', 'time,', 'through', 'the', 'most', 'crowded', 'and', 'densely\n', 'inhabited', 'part', 'of', 'the', 'town;', 'and', 'then,', 'striking', 'down', 'a', 'narrow', 'street\n']",CharlesDickens
"['more', 'dirty', 'and', 'miserable', 'than', 'any', 'they', 'had', 'yet', 'passed', 'through,', 'paused\n', 'to', 'look', 'for', 'the', 'house', 'which', 'was', 'the', 'object', 'of', 'their', 'search.', '']",CharlesDickens
"['The', 'houses\n', 'on', 'either', 'side', 'were', 'high', 'and', 'large,', 'but', 'very', 'old,', 'and', 'tenanted', 'by\n', 'people', 'of', 'the', 'poorest', 'class:', 'as', 'their', 'neglected', 'appearance', 'would']",CharlesDickens
"['have\n', 'sufficiently', 'denoted,', 'without', 'the', 'concurrent', 'testimony', 'afforded', 'by', 'the\n', 'squalid', 'looks', 'of', 'the', 'few', 'men', 'and', 'women', 'who,', 'with', 'folded', 'arms', 'and', 'bodies\n', 'half']",CharlesDickens
"['doubled,', 'occasionally', 'skulked', 'along.', '', 'A', 'great', 'many', 'of', 'the\n', 'tenements', 'had', 'shop-fronts;', 'but', 'these', 'were', 'fast', 'closed,', 'and', 'mouldering\n', 'away;', 'only', 'the', 'upper', 'rooms']",CharlesDickens
"['being', 'inhabited.', '', 'Some', 'houses', 'which', 'had\n', 'become', 'insecure', 'from', 'age', 'and', 'decay,', 'were', 'prevented', 'from', 'falling', 'into\n', 'the', 'street,', 'by', 'huge', 'beams', 'of', 'wood']",CharlesDickens
"['reared', 'against', 'the', 'walls,', 'and', 'firmly\n', 'planted', 'in', 'the', 'road;', 'but', 'even', 'these', 'crazy', 'dens', 'seemed', 'to', 'have', 'been\n', 'selected', 'as', 'the', 'nightly', 'haunts', 'of']",CharlesDickens
"['some', 'houseless', 'wretches,', 'for', 'many', 'of\n', 'the', 'rough', 'boards', 'which', 'supplied', 'the', 'place', 'of', 'door', 'and', 'window,', 'were\n', 'wrenched', 'from', 'their', 'positions,', 'to', 'afford', 'an']",CharlesDickens
"['aperture', 'wide', 'enough', 'for\n', 'the', 'passage', 'of', 'a', 'human', 'body.', '', 'The', 'kennel', 'was', 'stagnant', 'and', 'filthy.', 'The\n', 'very', 'rats,', 'which', 'here', 'and', 'there', 'lay']",CharlesDickens
"['putrefying', 'in', 'its', 'rottenness,', 'were\n', 'hideous', 'with', 'famine.\n', '\n', 'There', 'was', 'neither', 'knocker', 'nor', 'bell-handle', 'at', 'the', 'open', 'door', 'where', 'Oliver\n', 'and', 'his', 'master', 'stopped;']",CharlesDickens
"['so,', 'groping', 'his', 'way', 'cautiously', 'through', 'the', 'dark\n', 'passage,', 'and', 'bidding', 'Oliver', 'keep', 'close', 'to', 'him', 'and', 'not', 'be', 'afraid', 'the\n', 'undertaker', 'mounted', 'to', 'the']",CharlesDickens
"['top', 'of', 'the', 'first', 'flight', 'of', 'stairs.', '', 'Stumbling\n', 'against', 'a', 'door', 'on', 'the', 'landing,', 'he', 'rapped', 'at', 'it', 'with', 'his', 'knuckles.\n', '\n', 'It', 'was']",CharlesDickens
"['opened', 'by', 'a', 'young', 'girl', 'of', 'thirteen', 'or', 'fourteen.', '', 'The', 'undertaker\n', 'at', 'once', 'saw', 'enough', 'of', 'what', 'the', 'room', 'contained,', 'to', 'know', 'it', 'was']",CharlesDickens
"['the\n', 'apartment', 'to', 'which', 'he', 'had', 'been', 'directed.', '', 'He', 'stepped', 'in;', 'Oliver\n', 'followed', 'him.\n', '\n', 'There', 'was', 'no', 'fire', 'in', 'the', 'room;', 'but', 'a']",CharlesDickens
"['man', 'was', 'crouching,', 'mechanically,\n', 'over', 'the', 'empty', 'stove.', '', 'An', 'old', 'woman,', 'too,', 'had', 'drawn', 'a', 'low', 'stool', 'to', 'the\n', 'cold', 'hearth,', 'and', 'was', 'sitting']",CharlesDickens
"['beside', 'him.', 'There', 'were', 'some', 'ragged\n', 'children', 'in', 'another', 'corner;', 'and', 'in', 'a', 'small', 'recess,', 'opposite', 'the', 'door,\n', 'there', 'lay', 'upon', 'the', 'ground,', 'something', 'covered']",CharlesDickens
"['with', 'an', 'old', 'blanket.\n', 'Oliver', 'shuddered', 'as', 'he', 'cast', 'his', 'eyes', 'toward', 'the', 'place,', 'and', 'crept\n', 'involuntarily', 'closer', 'to', 'his', 'master;', 'for', 'though', 'it', 'was']",CharlesDickens
"['covered', 'up,', 'the\n', 'boy', 'felt', 'that', 'it', 'was', 'a', 'corpse.\n', '\n', 'The', ""man's"", 'face', 'was', 'thin', 'and', 'very', 'pale;', 'his', 'hair', 'and', 'beard', 'were', 'grizzly;\n']",CharlesDickens
"['his', 'eyes', 'were', 'bloodshot.', '', 'The', 'old', ""woman's"", 'face', 'was', 'wrinkled;', 'her', 'two\n', 'remaining', 'teeth', 'protruded', 'over', 'her', 'under', 'lip;', 'and', 'her', 'eyes', 'were', 'bright\n']",CharlesDickens
"['and', 'piercing.', '', 'Oliver', 'was', 'afraid', 'to', 'look', 'at', 'either', 'her', 'or', 'the', 'man.\n', 'They', 'seemed', 'so', 'like', 'the', 'rats', 'he', 'had', 'seen', 'outside.\n', '\n']",CharlesDickens
"[""'Nobody"", 'shall', 'go', 'near', ""her,'"", 'said', 'the', 'man,', 'starting', 'fiercely', 'up,', 'as', 'the\n', 'undertaker', 'approached', 'the', 'recess.', ""'Keep"", 'back!', 'Damn', 'you,', 'keep', 'back,', 'if\n', ""you've""]",CharlesDickens
"['a', 'life', 'to', ""lose!'\n"", '\n', ""'Nonsense,"", 'my', 'good', ""man,'"", 'said', 'the', 'undertaker,', 'who', 'was', 'pretty', 'well', 'used\n', 'to', 'misery', 'in', 'all', 'its', 'shapes.', '', ""'Nonsense!'\n""]",CharlesDickens
"['\n', ""'I"", 'tell', ""you,'"", 'said', 'the', 'man:', '', 'clenching', 'his', 'hands,', 'and', 'stamping\n', 'furiously', 'on', 'the', ""floor,--'I"", 'tell', 'you', 'I', ""won't"", 'have', 'her', 'put', 'into']",CharlesDickens
"['the\n', 'ground.', '', 'She', ""couldn't"", 'rest', 'there.', '', 'The', 'worms', 'would', 'worry', 'her--not', 'eat\n', 'her--she', 'is', 'so', 'worn', ""away.'\n"", '\n', 'The', 'undertaker', 'offered', 'no', 'reply']",CharlesDickens
"['to', 'this', 'raving;', 'but', 'producing', 'a', 'tape\n', 'from', 'his', 'pocket,', 'knelt', 'down', 'for', 'a', 'moment', 'by', 'the', 'side', 'of', 'the', 'body.\n', '\n', ""'Ah!'"", 'said', 'the']",CharlesDickens
"['man:', 'bursting', 'into', 'tears,', 'and', 'sinking', 'on', 'his', 'knees', 'at\n', 'the', 'feet', 'of', 'the', 'dead', 'woman;', ""'kneel"", 'down,', 'kneel', 'down--kneel', 'round', 'her,\n', 'every', 'one', 'of']",CharlesDickens
"['you,', 'and', 'mark', 'my', 'words!', '', 'I', 'say', 'she', 'was', 'starved', 'to', 'death.\n', 'I', 'never', 'knew', 'how', 'bad', 'she', 'was,', 'till', 'the', 'fever', 'came', 'upon']",CharlesDickens
"['her;', 'and', 'then\n', 'her', 'bones', 'were', 'starting', 'through', 'the', 'skin.', '', 'There', 'was', 'neither', 'fire', 'nor\n', 'candle;', 'she', 'died', 'in', 'the', 'dark--in', 'the', 'dark!', '']",CharlesDickens
"['She', ""couldn't"", 'even', 'see', 'her\n', ""children's"", 'faces,', 'though', 'we', 'heard', 'her', 'gasping', 'out', 'their', 'names.', 'I', 'begged\n', 'for', 'her', 'in', 'the', 'streets:', 'and', 'they', 'sent']",CharlesDickens
"['me', 'to', 'prison.', 'When', 'I', 'came', 'back,\n', 'she', 'was', 'dying;', 'and', 'all', 'the', 'blood', 'in', 'my', 'heart', 'has', 'dried', 'up,', 'for', 'they\n', 'starved', 'her', 'to']",CharlesDickens
"['death.', '', 'I', 'swear', 'it', 'before', 'the', 'God', 'that', 'saw', 'it!', 'They\n', 'starved', ""her!'"", '', 'He', 'twined', 'his', 'hands', 'in', 'his', 'hair;', 'and,', 'with', 'a']",CharlesDickens
"['loud\n', 'scream,', 'rolled', 'grovelling', 'upon', 'the', 'floor:', 'his', 'eyes', 'fixed,', 'and', 'the', 'foam\n', 'covering', 'his', 'lips.\n', '\n', 'The', 'terrified', 'children', 'cried', 'bitterly;', 'but', 'the', 'old']",CharlesDickens
