sequences,author
"['remark', 'thereupon,', 'by', 'leading', 'him', 'at', 'once', 'into', 'an', 'adjoining\n', 'room:', 'the', 'door', 'of', 'which', 'was', 'open.', 'It', 'was', 'a', 'large', 'room,', 'with', 'a', 'great\n']",CharlesDickens
"['window.', '', 'Behind', 'a', 'desk,', 'sat', 'two', 'old', 'gentleman', 'with', 'powdered', 'heads:', 'one\n', 'of', 'whom', 'was', 'reading', 'the', 'newspaper;', 'while', 'the', 'other', 'was', 'perusing,', 'with\n']",CharlesDickens
"['the', 'aid', 'of', 'a', 'pair', 'of', 'tortoise-shell', 'spectacles,', 'a', 'small', 'piece', 'of\n', 'parchment', 'which', 'lay', 'before', 'him.', '', 'Mr.', 'Limbkins', 'was', 'standing', 'in', 'front', 'of\n']",CharlesDickens
"['the', 'desk', 'on', 'one', 'side;', 'and', 'Mr.', 'Gamfield,', 'with', 'a', 'partially', 'washed', 'face,\n', 'on', 'the', 'other;', 'while', 'two', 'or', 'three', 'bluff-looking', 'men,', 'in', 'top-boots,', 'were\n']",CharlesDickens
"['lounging', 'about.\n', '\n', 'The', 'old', 'gentleman', 'with', 'the', 'spectacles', 'gradually', 'dozed', 'off,', 'over', 'the\n', 'little', 'bit', 'of', 'parchment;', 'and', 'there', 'was', 'a', 'short', 'pause,', 'after']",CharlesDickens
"['Oliver', 'had\n', 'been', 'stationed', 'by', 'Mr.', 'Bumble', 'in', 'front', 'of', 'the', 'desk.\n', '\n', ""'This"", 'is', 'the', 'boy,', 'your', ""worship,'"", 'said', 'Mr.', 'Bumble.\n', '\n', 'The', 'old']",CharlesDickens
"['gentleman', 'who', 'was', 'reading', 'the', 'newspaper', 'raised', 'his', 'head', 'for', 'a\n', 'moment,', 'and', 'pulled', 'the', 'other', 'old', 'gentleman', 'by', 'the', 'sleeve;', 'whereupon,\n', 'the', 'last-mentioned', 'old']",CharlesDickens
"['gentleman', 'woke', 'up.\n', '\n', ""'Oh,"", 'is', 'this', 'the', ""boy?'"", 'said', 'the', 'old', 'gentleman.\n', '\n', ""'This"", 'is', 'him,', ""sir,'"", 'replied', 'Mr.', 'Bumble.', '', ""'Bow"", 'to', 'the']",CharlesDickens
"['magistrate,', 'my\n', ""dear.'\n"", '\n', 'Oliver', 'roused', 'himself,', 'and', 'made', 'his', 'best', 'obeisance.', '', 'He', 'had', 'been\n', 'wondering,', 'with', 'his', 'eyes', 'fixed', 'on', 'the', ""magistrates'"", 'powder,']",CharlesDickens
"['whether', 'all\n', 'boards', 'were', 'born', 'with', 'that', 'white', 'stuff', 'on', 'their', 'heads,', 'and', 'were', 'boards\n', 'from', 'thenceforth', 'on', 'that', 'account.\n', '\n', ""'Well,'"", 'said', 'the', 'old']",CharlesDickens
"['gentleman,', ""'I"", 'suppose', ""he's"", 'fond', 'of\n', ""chimney-sweeping?'\n"", '\n', ""'He"", 'doats', 'on', 'it,', 'your', ""worship,'"", 'replied', 'Bumble;', 'giving', 'Oliver', 'a', 'sly\n', 'pinch,', 'to', 'intimate', 'that', 'he']",CharlesDickens
"['had', 'better', 'not', 'say', 'he', ""didn't.\n"", '\n', ""'And"", 'he', '_will_', 'be', 'a', 'sweep,', 'will', ""he?'"", 'inquired', 'the', 'old', 'gentleman.\n', '\n', ""'If"", 'we', 'was', 'to', 'bind']",CharlesDickens
"['him', 'to', 'any', 'other', 'trade', 'to-morrow,', ""he'd"", 'run', 'away\n', 'simultaneous,', 'your', ""worship,'"", 'replied', 'Bumble.\n', '\n', ""'And"", 'this', 'man', ""that's"", 'to', 'be', 'his', 'master--you,', ""sir--you'll"", 'treat']",CharlesDickens
"['him', 'well,\n', 'and', 'feed', 'him,', 'and', 'do', 'all', 'that', 'sort', 'of', 'thing,', 'will', ""you?'"", 'said', 'the', 'old\n', 'gentleman.\n', '\n', ""'When"", 'I', 'says', 'I', 'will,', 'I']",CharlesDickens
"['means', 'I', ""will,'"", 'replied', 'Mr.', 'Gamfield', 'doggedly.\n', '\n', ""'You're"", 'a', 'rough', 'speaker,', 'my', 'friend,', 'but', 'you', 'look', 'an', 'honest,\n', 'open-hearted', ""man,'"", 'said', 'the', 'old', 'gentleman:']",CharlesDickens
"['turning', 'his', 'spectacles', 'in\n', 'the', 'direction', 'of', 'the', 'candidate', 'for', ""Oliver's"", 'premium,', 'whose', 'villainous\n', 'countenance', 'was', 'a', 'regular', 'stamped', 'receipt', 'for', 'cruelty.', '', 'But', 'the\n']",CharlesDickens
"['magistrate', 'was', 'half', 'blind', 'and', 'half', 'childish,', 'so', 'he', ""couldn't"", 'reasonably\n', 'be', 'expected', 'to', 'discern', 'what', 'other', 'people', 'did.\n', '\n', ""'I"", 'hope', 'I', 'am,', ""sir,'""]",CharlesDickens
"['said', 'Mr.', 'Gamfield,', 'with', 'an', 'ugly', 'leer.\n', '\n', ""'I"", 'have', 'no', 'doubt', 'you', 'are,', 'my', ""friend,'"", 'replied', 'the', 'old', 'gentleman:', 'fixing\n', 'his', 'spectacles', 'more', 'firmly']",CharlesDickens
"['on', 'his', 'nose,', 'and', 'looking', 'about', 'him', 'for', 'the\n', 'inkstand.\n', '\n', 'It', 'was', 'the', 'critical', 'moment', 'of', ""Oliver's"", 'fate.', '', 'If', 'the', 'inkstand', 'had', 'been\n']",CharlesDickens
"['where', 'the', 'old', 'gentleman', 'thought', 'it', 'was,', 'he', 'would', 'have', 'dipped', 'his', 'pen\n', 'into', 'it,', 'and', 'signed', 'the', 'indentures,', 'and', 'Oliver', 'would', 'have', 'been\n', 'straightway']",CharlesDickens
"['hurried', 'off.', '', 'But,', 'as', 'it', 'chanced', 'to', 'be', 'immediately', 'under\n', 'his', 'nose,', 'it', 'followed,', 'as', 'a', 'matter', 'of', 'course,', 'that', 'he', 'looked', 'all', 'over\n']",CharlesDickens
"['his', 'desk', 'for', 'it,', 'without', 'finding', 'it;', 'and', 'happening', 'in', 'the', 'course', 'of', 'his\n', 'search', 'to', 'look', 'straight', 'before', 'him,', 'his', 'gaze', 'encountered', 'the', 'pale']",CharlesDickens
"['and\n', 'terrified', 'face', 'of', 'Oliver', 'Twist:', 'who,', 'despite', 'all', 'the', 'admonitory', 'looks\n', 'and', 'pinches', 'of', 'Bumble,', 'was', 'regarding', 'the', 'repulsive', 'countenance', 'of', 'his\n', 'future', 'master,']",CharlesDickens
"['with', 'a', 'mingled', 'expression', 'of', 'horror', 'and', 'fear,', 'too\n', 'palpable', 'to', 'be', 'mistaken,', 'even', 'by', 'a', 'half-blind', 'magistrate.\n', '\n', 'The', 'old', 'gentleman', 'stopped,', 'laid', 'down']",CharlesDickens
"['his', 'pen,', 'and', 'looked', 'from', 'Oliver', 'to\n', 'Mr.', 'Limbkins;', 'who', 'attempted', 'to', 'take', 'snuff', 'with', 'a', 'cheerful', 'and\n', 'unconcerned', 'aspect.\n', '\n', ""'My"", ""boy!'"", 'said', 'the']",CharlesDickens
"['old', 'gentleman,', ""'you"", 'look', 'pale', 'and', 'alarmed.', 'What', 'is\n', 'the', ""matter?'\n"", '\n', ""'Stand"", 'a', 'little', 'away', 'from', 'him,', ""Beadle,'"", 'said', 'the', 'other', 'magistrate:\n', 'laying', 'aside']",CharlesDickens
"['the', 'paper,', 'and', 'leaning', 'forward', 'with', 'an', 'expression', 'of\n', 'interest.', '', ""'Now,"", 'boy,', 'tell', 'us', ""what's"", 'the', 'matter:', ""don't"", 'be', ""afraid.'\n"", '\n', 'Oliver', 'fell', 'on']",CharlesDickens
"['his', 'knees,', 'and', 'clasping', 'his', 'hands', 'together,', 'prayed', 'that\n', 'they', 'would', 'order', 'him', 'back', 'to', 'the', 'dark', 'room--that', 'they', 'would', 'starve\n', 'him--beat', 'him--kill', 'him', 'if']",CharlesDickens
"['they', 'pleased--rather', 'than', 'send', 'him', 'away', 'with\n', 'that', 'dreadful', 'man.\n', '\n', ""'Well!'"", 'said', 'Mr.', 'Bumble,', 'raising', 'his', 'hands', 'and', 'eyes', 'with', 'most\n', 'impressive', 'solemnity.', '']",CharlesDickens
"[""'Well!"", 'of', 'all', 'the', 'artful', 'and', 'designing', 'orphans\n', 'that', 'ever', 'I', 'see,', 'Oliver,', 'you', 'are', 'one', 'of', 'the', 'most', ""bare-facedest.'\n"", '\n', ""'Hold"", 'your', 'tongue,', ""Beadle,'""]",CharlesDickens
"['said', 'the', 'second', 'old', 'gentleman,', 'when', 'Mr.\n', 'Bumble', 'had', 'given', 'vent', 'to', 'this', 'compound', 'adjective.\n', '\n', ""'I"", 'beg', 'your', ""worship's"", ""pardon,'"", 'said', 'Mr.', 'Bumble,', 'incredulous']",CharlesDickens
"['of', 'having\n', 'heard', 'aright.', '', ""'Did"", 'your', 'worship', 'speak', 'to', ""me?'\n"", '\n', ""'Yes."", '', 'Hold', 'your', ""tongue.'\n"", '\n', 'Mr.', 'Bumble', 'was', 'stupefied', 'with', 'astonishment.', '']",CharlesDickens
"['A', 'beadle', 'ordered', 'to', 'hold\n', 'his', 'tongue!', '', 'A', 'moral', 'revolution!\n', '\n', 'The', 'old', 'gentleman', 'in', 'the', 'tortoise-shell', 'spectacles', 'looked', 'at', 'his\n', 'companion,', 'he', 'nodded']",CharlesDickens
"['significantly.\n', '\n', ""'We"", 'refuse', 'to', 'sanction', 'these', ""indentures,'"", 'said', 'the', 'old', 'gentleman:\n', 'tossing', 'aside', 'the', 'piece', 'of', 'parchment', 'as', 'he', 'spoke.\n', '\n', ""'I"", ""hope,'"", 'stammered']",CharlesDickens
"['Mr.', 'Limbkins:', '', ""'I"", 'hope', 'the', 'magistrates', 'will', 'not\n', 'form', 'the', 'opinion', 'that', 'the', 'authorities', 'have', 'been', 'guilty', 'of', 'any', 'improper\n', 'conduct,', 'on', 'the', 'unsupported']",CharlesDickens
"['testimony', 'of', 'a', ""child.'\n"", '\n', ""'The"", 'magistrates', 'are', 'not', 'called', 'upon', 'to', 'pronounce', 'any', 'opinion', 'on', 'the\n', ""matter,'"", 'said', 'the', 'second', 'old', 'gentleman', 'sharply.', '']",CharlesDickens
"[""'Take"", 'the', 'boy', 'back', 'to\n', 'the', 'workhouse,', 'and', 'treat', 'him', 'kindly.', '', 'He', 'seems', 'to', 'want', ""it.'\n"", '\n', 'That', 'same', 'evening,', 'the', 'gentleman', 'in', 'the']",CharlesDickens
"['white', 'waistcoat', 'most', 'positively\n', 'and', 'decidedly', 'affirmed,', 'not', 'only', 'that', 'Oliver', 'would', 'be', 'hung,', 'but', 'that', 'he\n', 'would', 'be', 'drawn', 'and', 'quartered', 'into', 'the', 'bargain.']",CharlesDickens
"['Mr.', 'Bumble', 'shook', 'his\n', 'head', 'with', 'gloomy', 'mystery,', 'and', 'said', 'he', 'wished', 'he', 'might', 'come', 'to', 'good;\n', 'whereunto', 'Mr.', 'Gamfield', 'replied,', 'that', 'he', 'wished', 'he']",CharlesDickens
"['might', 'come', 'to', 'him;\n', 'which,', 'although', 'he', 'agreed', 'with', 'the', 'beadle', 'in', 'most', 'matters,', 'would', 'seem\n', 'to', 'be', 'a', 'wish', 'of', 'a', 'totally', 'opposite', 'description.\n']",CharlesDickens
"['\n', 'The', 'next', 'morning,', 'the', 'public', 'were', 'once', 'informed', 'that', 'Oliver', 'Twist', 'was\n', 'again', 'To', 'Let,', 'and', 'that', 'five', 'pounds', 'would', 'be', 'paid', 'to', 'anybody']",CharlesDickens
"['who', 'would\n', 'take', 'possession', 'of', 'him.\n', '\n', '\n', '\n', 'CHAPTER', 'IV\n', '\n', 'OLIVER,', 'BEING', 'OFFERED', 'ANOTHER', 'PLACE,', 'MAKES', 'HIS', 'FIRST', 'ENTRY', 'INTO', 'PUBLIC\n', 'LIFE\n', '\n']",CharlesDickens
"['In', 'great', 'families,', 'when', 'an', 'advantageous', 'place', 'cannot', 'be', 'obtained,\n', 'either', 'in', 'possession,', 'reversion,', 'remainder,', 'or', 'expectancy,', 'for', 'the\n', 'young', 'man', 'who', 'is', 'growing', 'up,']",CharlesDickens
"['it', 'is', 'a', 'very', 'general', 'custom', 'to', 'send', 'him', 'to\n', 'sea.', '', 'The', 'board,', 'in', 'imitation', 'of', 'so', 'wise', 'and', 'salutary', 'an', 'example,', 'took\n', 'counsel']",CharlesDickens
"['together', 'on', 'the', 'expediency', 'of', 'shipping', 'off', 'Oliver', 'Twist,', 'in\n', 'some', 'small', 'trading', 'vessel', 'bound', 'to', 'a', 'good', 'unhealthy', 'port.', '', 'This\n', 'suggested', 'itself', 'as']",CharlesDickens
"['the', 'very', 'best', 'thing', 'that', 'could', 'possibly', 'be', 'done\n', 'with', 'him:', 'the', 'probability', 'being,', 'that', 'the', 'skipper', 'would', 'flog', 'him', 'to\n', 'death,', 'in', 'a', 'playful']",CharlesDickens
"['mood,', 'some', 'day', 'after', 'dinner,', 'or', 'would', 'knock', 'his\n', 'brains', 'out', 'with', 'an', 'iron', 'bar;', 'both', 'pastimes', 'being,', 'as', 'is', 'pretty\n', 'generally', 'known,', 'very', 'favourite']",CharlesDickens
"['and', 'common', 'recreations', 'among', 'gentleman\n', 'of', 'that', 'class.', '', 'The', 'more', 'the', 'case', 'presented', 'itself', 'to', 'the', 'board,', 'in\n', 'this', 'point', 'of', 'view,', 'the', 'more']",CharlesDickens
"['manifold', 'the', 'advantages', 'of', 'the', 'step\n', 'appeared;', 'so,', 'they', 'came', 'to', 'the', 'conclusion', 'that', 'the', 'only', 'way', 'of\n', 'providing', 'for', 'Oliver', 'effectually,', 'was', 'to', 'send']",CharlesDickens
"['him', 'to', 'sea', 'without', 'delay.\n', '\n', 'Mr.', 'Bumble', 'had', 'been', 'despatched', 'to', 'make', 'various', 'preliminary', 'inquiries,\n', 'with', 'the', 'view', 'of', 'finding', 'out', 'some', 'captain', 'or']",CharlesDickens
"['other', 'who', 'wanted', 'a\n', 'cabin-boy', 'without', 'any', 'friends;', 'and', 'was', 'returning', 'to', 'the', 'workhouse', 'to\n', 'communicate', 'the', 'result', 'of', 'his', 'mission;', 'when', 'he', 'encountered', 'at']",CharlesDickens
"['the', 'gate,\n', 'no', 'less', 'a', 'person', 'than', 'Mr.', 'Sowerberry,', 'the', 'parochial', 'undertaker.\n', '\n', 'Mr.', 'Sowerberry', 'was', 'a', 'tall', 'gaunt,', 'large-jointed', 'man,', 'attired', 'in', 'a', 'suit\n']",CharlesDickens
"['of', 'threadbare', 'black,', 'with', 'darned', 'cotton', 'stockings', 'of', 'the', 'same', 'colour,\n', 'and', 'shoes', 'to', 'answer.', '', 'His', 'features', 'were', 'not', 'naturally', 'intended', 'to', 'wear\n', 'a']",CharlesDickens
"['smiling', 'aspect,', 'but', 'he', 'was', 'in', 'general', 'rather', 'given', 'to', 'professional\n', 'jocosity.', '', 'His', 'step', 'was', 'elastic,', 'and', 'his', 'face', 'betokened', 'inward\n', 'pleasantry,', 'as', 'he']",CharlesDickens
"['advanced', 'to', 'Mr.', 'Bumble,', 'and', 'shook', 'him', 'cordially', 'by\n', 'the', 'hand.\n', '\n', ""'I"", 'have', 'taken', 'the', 'measure', 'of', 'the', 'two', 'women', 'that', 'died', 'last', 'night,']",CharlesDickens
"['Mr.\n', ""Bumble,'"", 'said', 'the', 'undertaker.\n', '\n', ""'You'll"", 'make', 'your', 'fortune,', 'Mr.', ""Sowerberry,'"", 'said', 'the', 'beadle,', 'as', 'he\n', 'thrust', 'his', 'thumb', 'and', 'forefinger', 'into', 'the', 'proffered']",CharlesDickens
"['snuff-box', 'of', 'the\n', 'undertaker:', 'which', 'was', 'an', 'ingenious', 'little', 'model', 'of', 'a', 'patent', 'coffin.', '', ""'I\n"", 'say', ""you'll"", 'make', 'your', 'fortune,', 'Mr.', ""Sowerberry,'"", 'repeated', 'Mr.']",CharlesDickens
"['Bumble,\n', 'tapping', 'the', 'undertaker', 'on', 'the', 'shoulder,', 'in', 'a', 'friendly', 'manner,', 'with', 'his\n', 'cane.\n', '\n', ""'Think"", ""so?'"", 'said', 'the', 'undertaker', 'in', 'a', 'tone', 'which', 'half']",CharlesDickens
"['admitted', 'and', 'half\n', 'disputed', 'the', 'probability', 'of', 'the', 'event.', '', ""'The"", 'prices', 'allowed', 'by', 'the\n', 'board', 'are', 'very', 'small,', 'Mr.', ""Bumble.'\n"", '\n', ""'So"", 'are', 'the']",CharlesDickens
"[""coffins,'"", 'replied', 'the', 'beadle:', 'with', 'precisely', 'as', 'near', 'an\n', 'approach', 'to', 'a', 'laugh', 'as', 'a', 'great', 'official', 'ought', 'to', 'indulge', 'in.\n', '\n', 'Mr.', 'Sowerberry', 'was']",CharlesDickens
"['much', 'tickled', 'at', 'this:', 'as', 'of', 'course', 'he', 'ought', 'to', 'be;\n', 'and', 'laughed', 'a', 'long', 'time', 'without', 'cessation.', '', ""'Well,"", 'well,', 'Mr.', ""Bumble,'\n"", 'he', 'said']",CharlesDickens
"['at', 'length,', ""'there's"", 'no', 'denying', 'that,', 'since', 'the', 'new', 'system', 'of\n', 'feeding', 'has', 'come', 'in,', 'the', 'coffins', 'are', 'something', 'narrower', 'and', 'more\n', 'shallow', 'than', 'they']",CharlesDickens
"['used', 'to', 'be;', 'but', 'we', 'must', 'have', 'some', 'profit,', 'Mr.', 'Bumble.\n', 'Well-seasoned', 'timber', 'is', 'an', 'expensive', 'article,', 'sir;', 'and', 'all', 'the', 'iron\n', 'handles', 'come,', 'by']",CharlesDickens
"['canal,', 'from', ""Birmingham.'\n"", '\n', ""'Well,"", ""well,'"", 'said', 'Mr.', 'Bumble,', ""'every"", 'trade', 'has', 'its', 'drawbacks.', 'A', 'fair\n', 'profit', 'is,', 'of', 'course,', ""allowable.'\n"", '\n', ""'Of"", 'course,', 'of']",CharlesDickens
"[""course,'"", 'replied', 'the', 'undertaker;', ""'and"", 'if', 'I', ""don't"", 'get', 'a\n', 'profit', 'upon', 'this', 'or', 'that', 'particular', 'article,', 'why,', 'I', 'make', 'it', 'up', 'in', 'the\n', 'long-run,']",CharlesDickens
"['you', 'see--he!', 'he!', ""he!'\n"", '\n', ""'Just"", ""so,'"", 'said', 'Mr.', 'Bumble.\n', '\n', ""'Though"", 'I', 'must', ""say,'"", 'continued', 'the', 'undertaker,', 'resuming', 'the', 'current', 'of\n', 'observations', 'which', 'the']",CharlesDickens
"['beadle', 'had', 'interrupted:', ""'though"", 'I', 'must', 'say,', 'Mr.\n', 'Bumble,', 'that', 'I', 'have', 'to', 'contend', 'against', 'one', 'very', 'great', 'disadvantage:\n', 'which', 'is,', 'that', 'all', 'the', 'stout']",CharlesDickens
"['people', 'go', 'off', 'the', 'quickest.', '', 'The', 'people\n', 'who', 'have', 'been', 'better', 'off,', 'and', 'have', 'paid', 'rates', 'for', 'many', 'years,', 'are', 'the\n', 'first', 'to', 'sink']",CharlesDickens
"['when', 'they', 'come', 'into', 'the', 'house;', 'and', 'let', 'me', 'tell', 'you,', 'Mr.\n', 'Bumble,', 'that', 'three', 'or', 'four', 'inches', 'over', ""one's"", 'calculation', 'makes', 'a', 'great\n', 'hole']",CharlesDickens
"['in', ""one's"", 'profits:', 'especially', 'when', 'one', 'has', 'a', 'family', 'to', 'provide', 'for,\n', ""sir.'\n"", '\n', 'As', 'Mr.', 'Sowerberry', 'said', 'this,', 'with', 'the', 'becoming', 'indignation', 'of', 'an\n']",CharlesDickens
"['ill-used', 'man;', 'and', 'as', 'Mr.', 'Bumble', 'felt', 'that', 'it', 'rather', 'tended', 'to', 'convey', 'a\n', 'reflection', 'on', 'the', 'honour', 'of', 'the', 'parish;', 'the', 'latter', 'gentleman', 'thought']",CharlesDickens
"['it\n', 'advisable', 'to', 'change', 'the', 'subject.', '', 'Oliver', 'Twist', 'being', 'uppermost', 'in', 'his\n', 'mind,', 'he', 'made', 'him', 'his', 'theme.\n', '\n', ""'By"", 'the', ""bye,'"", 'said', 'Mr.']",CharlesDickens
"['Bumble,', ""'you"", ""don't"", 'know', 'anybody', 'who', 'wants', 'a', 'boy,\n', 'do', 'you?', '', 'A', 'porochial', ""'prentis,"", 'who', 'is', 'at', 'present', 'a', 'dead-weight;', 'a\n', 'millstone,', 'as', 'I']",CharlesDickens
"['may', 'say,', 'round', 'the', 'porochial', 'throat?', '', 'Liberal', 'terms,\n', 'Mr.', 'Sowerberry,', 'liberal', ""terms?'"", '', 'As', 'Mr.', 'Bumble', 'spoke,', 'he', 'raised', 'his\n', 'cane', 'to', 'the', 'bill']",CharlesDickens
"['above', 'him,', 'and', 'gave', 'three', 'distinct', 'raps', 'upon', 'the', 'words\n', ""'five"", ""pounds':"", '', 'which', 'were', 'printed', 'thereon', 'in', 'Roman', 'capitals', 'of\n', 'gigantic', 'size.\n', '\n', ""'Gadso!'""]",CharlesDickens
"['said', 'the', 'undertaker:', 'taking', 'Mr.', 'Bumble', 'by', 'the', 'gilt-edged\n', 'lappel', 'of', 'his', 'official', 'coat;', ""'that's"", 'just', 'the', 'very', 'thing', 'I', 'wanted', 'to\n', 'speak', 'to', 'you']",CharlesDickens
"['about.', '', 'You', 'know--dear', 'me,', 'what', 'a', 'very', 'elegant', 'button', 'this\n', 'is,', 'Mr.', 'Bumble!', '', 'I', 'never', 'noticed', 'it', ""before.'\n"", '\n', ""'Yes,"", 'I', 'think', 'it']",CharlesDickens
"['rather', ""pretty,'"", 'said', 'the', 'beadle,', 'glancing', 'proudly\n', 'downwards', 'at', 'the', 'large', 'brass', 'buttons', 'which', 'embellished', 'his', 'coat.', ""'The\n"", 'die', 'is', 'the', 'same', 'as', 'the', 'porochial']",CharlesDickens
"['seal--the', 'Good', 'Samaritan', 'healing', 'the\n', 'sick', 'and', 'bruised', 'man.', 'The', 'board', 'presented', 'it', 'to', 'me', 'on', ""Newyear's\n"", 'morning,', 'Mr.', 'Sowerberry.', '', 'I', 'put', 'it', 'on,']",CharlesDickens
"['I', 'remember,', 'for', 'the', 'first', 'time,\n', 'to', 'attend', 'the', 'inquest', 'on', 'that', 'reduced', 'tradesman,', 'who', 'died', 'in', 'a', 'doorway\n', 'at', ""midnight.'\n"", '\n', ""'I"", ""recollect,'"", 'said']",CharlesDickens
"['the', 'undertaker.', ""'The"", 'jury', 'brought', 'it', 'in,', '""Died', 'from\n', 'exposure', 'to', 'the', 'cold,', 'and', 'want', 'of', 'the', 'common', 'necessaries', 'of', 'life,""\n', ""didn't"", ""they?'\n"", '\n', 'Mr.']",CharlesDickens
"['Bumble', 'nodded.\n', '\n', ""'And"", 'they', 'made', 'it', 'a', 'special', 'verdict,', 'I', ""think,'"", 'said', 'the', 'undertaker,', ""'by\n"", 'adding', 'some', 'words', 'to', 'the', 'effect,', 'that', 'if', 'the']",CharlesDickens
"['relieving', 'officer', ""had--'\n"", '\n', ""'Tush!"", '', ""Foolery!'"", 'interposed', 'the', 'beadle.', '', ""'If"", 'the', 'board', 'attended', 'to', 'all\n', 'the', 'nonsense', 'that', 'ignorant', 'jurymen', 'talk,', ""they'd"", 'have']",CharlesDickens
"['enough', 'to', ""do.'\n"", '\n', ""'Very"", ""true,'"", 'said', 'the', 'undertaker;', ""'they"", 'would', ""indeed.'\n"", '\n', ""'Juries,'"", 'said', 'Mr.', 'Bumble,', 'grasping', 'his', 'cane', 'tightly,', 'as', 'was', 'his', 'wont\n']",CharlesDickens
"['when', 'working', 'into', 'a', 'passion:', ""'juries"", 'is', 'ineddicated,', 'vulgar,', 'grovelling\n', ""wretches.'\n"", '\n', ""'So"", 'they', ""are,'"", 'said', 'the', 'undertaker.\n', '\n', ""'They"", ""haven't"", 'no', 'more', 'philosophy', 'nor']",CharlesDickens
"['political', 'economy', 'about', ""'em"", 'than\n', ""that,'"", 'said', 'the', 'beadle,', 'snapping', 'his', 'fingers', 'contemptuously.\n', '\n', ""'No"", 'more', 'they', ""have,'"", 'acquiesced', 'the', 'undertaker.\n', '\n', ""'I"", 'despise', ""'em,'""]",CharlesDickens
